37.3747196,-120.5778529,2
37.3747196,-120.5778529,4
37.3747196,-120.5778529,6
37.3747196,-120.5778529,8
37.3747196,-120.5778529,10
37.3747196,-120.5778529,12
37.3747196,-120.5778529,14
37.3747196,-120.5778529,16
37.3747196,-120.5778529,18
37.3747196,-120.5778529,20
37.3747196,-120.5778529,22
37.3747196,-120.5778529,24
37.3747196,-120.5778529,26
37.3747196,-120.5778529,28
37.3747196,-120.5778529,30
37.3747196,-120.5778529,32
37.3747196,-120.5778529,34
37.3747196,-120.5778529,36
37.3747196,-120.5778529,38
37.3747196,-120.5778529,40
37.3747196,-120.5778529,42
37.3747196,-120.5778529,44
37.3747196,-120.5778529,46
37.3747196,-120.5778529,48
37.3747196,-120.5778529,50
37.3747196,-120.5778529,50
37.3747069,-120.5778689,50
37.3746942,-120.5778849,50
37.3746815,-120.5779009,50
37.3746688,-120.5779169,50
37.3746561,-120.5779329,50
37.3746434,-120.5779489,50
37.3746307,-120.5779649,50
37.374618,-120.5779809,50
37.3746053,-120.5779969,50
37.3745926,-120.5780129,50
37.3745799,-120.5780289,50
37.3745672,-120.5780449,50
37.3745545,-120.5780609,50
37.3745418,-120.5780769,50
37.3745291,-120.5780929,50
37.3745164,-120.5781089,50
37.3745037,-120.5781249,50
37.374491,-120.5781409,50
37.3744783,-120.5781569,50
37.3744656,-120.5781729,50
37.3744529,-120.5781889,50
37.3744402,-120.5782049,50
37.3744275,-120.5782209,50
37.3744148,-120.5782369,50
37.3744021,-120.5782529,50
37.3743894,-120.5782689,50
37.3743767,-120.5782849,50
37.374364,-120.5783009,50
37.3743513,-120.5783169,50
37.3743386,-120.5783329,50
37.3743259,-120.5783489,50
37.3743132,-120.5783649,50
37.3743005,-120.5783809,50
37.3742878,-120.5783969,50
37.3742751,-120.5784129,50
37.3742624,-120.5784289,50
37.3742497,-120.5784449,50
37.374237,-120.5784609,50
37.3742243,-120.5784769,50
37.3742116,-120.5784929,50
37.3741989,-120.5785089,50
37.3741862,-120.5785249,50
37.3741735,-120.5785409,50
37.3741608,-120.5785569,50
37.3741481,-120.5785729,50
37.3741354,-120.5785889,50
37.3741227,-120.5786049,50
37.37411,-120.5786209,50
